"","Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","Êtes vous ...","Quel âge avez-vous ?","Vous êtes ...","Veuillez préciser votre niveau d'étude","Par votre milieu professionnel","Par votre milieu scolaire, étudiant","Par vos proches","Par hasard et au gré de vos navigations sur Internet","Par Wikipédia","Autre...19","Veuillez préciser...20","Dans le cadre scolaire à la maison (devoirs, révisions etc.)","Dans le cadre scolaire en classe (en cours, club etc.)","Pour ma culture générale","Pour le travail","Pour mon simple loisir","Autre...26","Veuillez préciser...27","Quel est votre degré de contribution ?","Qu'est ce qui vous a motivé à contribuer pour la première fois ?","Je me plais au sein de la communauté","J'ai des responsabilités","Les domaines abordés m'intéressent","J'aime contribuer au projet Vikidia","Autre...34","Veuillez préciser...35","De la patrouille","Des ajouts sur la partie technique","Des corrections orthographiques ou typographiques","Des travaux de catégorisation et d'ajout de portail","Des créations ou améliorations d'articles","De l'aide aux nouveaux utilisateurs","Autre...42","Veuillez préciser...43","Patrouilleur","Administrateur","Bureaucrate","Vérificateur d'IP","Nuker","Plus maintenant","Trouvez-vous les articles de Vikidia accessibles ?","Les articles y sont plus faciles à comprendre","Vikidia est plus adaptée à mon niveau/âge","Je préfère l'ambiance au sein de la communauté vikidienne","La communauté vikidienne est de plus petite taille","Je consulte peu Vikidia, je suis surtout contributeur","Je préfère Wikipédia","Autre...57","Veuillez préciser...58","Lorsque vous ne trouvez pas des informations sur Vikidia, où allez-vous en priorité ?","Quel est votre niveau de confiance en ce qui concerne la fiabilité des articles de Vikidia ?","Que pensez-vous des pages d'aide ?","Veuillez préciser...62","La qualité des articles","L'accessibilité des sujets traités","La qualité et la pertinence des illustrations","La diversité des sujets traités","La qualité synthaxique et typographique","Le projet Vikidia en général","Non","Il m'arrive de parler de mes découvertes sur l'encyclopédie","Je recommande le site à mes proches","Autre...72","Veuillez préciser...73","Selon vous, comment Vikidia est-elle perçue par le grand public ?","Veuillez préciser...75","Pensez vous que les Wikipédiens vous infantilisent à cause de votre contribution à Vikidia ?","Vikidia a-t-elle des répercutions positives ou négatives sur votre vie ?","Avez-vous déjà fait un don à Vikidia ?","Pourquoi ?...79","Pourquoi ?...80","En quelle année avez-vous rejoint la communauté Vikidienne ?","Comment avez-vous jugé votre accueil sur Vikidia ?","Veuillez préciser...83","Vous sentez-vous suffisamment intégré à la communauté vikidienne ?","Veuillez préciser...85","Comment évaluez vous votre participation aux canaux de discussion ?","Discord","Les Bavardages","IRC","Les pages de discussion","Autres canaux de discussion","Veuillez préciser...92","Avez-vous des points d'amélioration à suggérer pour le projet Vikidia ? (Réponse optionnelle)","Avez-vous des points d'amélioration sur le fonctionnement de l'association Vikidia ? (Réponse optionnelle)","is_contrib","activite","annee","motivations_contrib","alternatives"
"11",12,9213727,"13/07/2021 - 12:41","13/07/2021 - 12:41","13/07/2021 - 12:41",0,"0.0.0.0",0,"Anonymous","masculin","Entre 26 et 35 ans","En activité",NA,NA,NA,NA,NA,"X","X","Via des discussions sur IRC",NA,NA,"X",NA,"X","X","Pour améliorer les articles","Contribue une fois par semaine ou plus","L'encyclopédie manque d'articles, plus simple au niveau des critères que WP et volonté de parler de sujet qui me plaisent","X","X","X","X",NA,NA,"X","X","X","X","X","X",NA,NA,"X","X",NA,NA,"X",NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Très bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Oui, comme tous les projets auxquels je participe et c'est que du positif : Chercher des sources, écrire, débattre, être responsable","Non",NA,"Jusque là, n'ayant pas eu de salaire, je n'avais rien à donner","2 octobre 2012","Excellent",NA,"Oui",NA,"Je suis très actif sur les canaux","X","X","X",NA,NA,NA,"On peut toujours tout améliorer, par moment des idées me viennent et je propose ou fait mais là, rien en tête actuellement","Je fais confiance à l'association pour décider","1","En activité","2012",NA,"wikipedia"
"12",13,9213754,"13/07/2021 - 12:46","13/07/2021 - 12:46","13/07/2021 - 12:46",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","Étudiant, élève","Études supérieures",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,"Contribue plusieurs fois par mois","En 2011, lors de mon inscription, j'étais jeune.","X","X","X","X",NA,NA,"X","X","X",NA,"X",NA,NA,NA,"X","X",NA,NA,NA,NA,"Moyennement accessibles","X","X",NA,NA,NA,NA,NA,NA,"Sur Wikipédia","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Je pense qu'elles pourraient être améliorées","Car elles peuvent être imprécises pour les nouveaux et sont parfois obsolètes","Plutôt bonne","Moyenne","Plutôt bonne","Moyenne","Moyenne","Plutôt bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Vikidia m'apprend des choses.","Non",NA,"Car je préfère contribuer.","2011","Bon",NA,"Oui",NA,"Il m'arrive de répondre aux messages","X","X",NA,"X",NA,NA,NA,NA,"1","Étudiant","2011",NA,"sur wikipedia"
"13",14,9213770,"13/07/2021 - 12:49","13/07/2021 - 12:49","13/07/2021 - 12:49",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"Contribue une fois par semaine ou plus","J'ai voulu créer des articles.",NA,NA,"X","X",NA,NA,NA,NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X","X","X",NA,NA,NA,NA,"Je vais sur Wikipédia.","Les articles de Vikidia sont plutôt fiables","Je pense qu'elles pourraient être améliorées","Il y a des imprécisions et aussi des pages trop longues.","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Oui","C'est bien pour découvrir des choses.","Non",NA,"Je ne sais pas.","2021","Bon",NA,"Oui",NA,"J'ai déjà écrit un ou deux messages",NA,"X","X","X",NA,NA,"Non.","Je ne connais pas l'association Vikidia.","1","Élève au collège","2021",NA,"je vais sur wikipedia."
"14",15,9213946,"13/07/2021 - 13:20","13/07/2021 - 13:20","13/07/2021 - 13:20",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","Étudiant, élève","Études supérieures",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Contribue une fois par mois ou moins",NA,"X","X",NA,"X",NA,NA,"X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,NA,"X","Très accessibles","X",NA,"X",NA,"X",NA,NA,NA,"D'autres wikis (wikipédia, wiktionnaire, etc.)","Les articles de Vikidia sont tout à fait fiables","Je pense qu'elles pourraient être améliorées","Parfois claires mais parfois trop longues ou trop pointues, ça dépend beaucoup de la page","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","Très bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Positive : cela m'a permis de découvrir comment communiquer sur Internet et cela m'a permis de m'intéresser à plein de sujets que je n'aurais pas pris la peine de prendre en compte. Aussi, cela a occupé une bonne partie de mon temps à un moment où je m'ennuyais","Non",NA,"Je suis jeune et j'économise","2014","Excellent",NA,"Oui",NA,"Il m'arrive de répondre aux messages","X",NA,NA,"X",NA,NA,NA,NA,"1","Étudiant","2014",NA,"d'autres wikis (wikipedia, wiktionnaire, etc.)"
"15",16,9214060,"13/07/2021 - 13:41","13/07/2021 - 13:41","13/07/2021 - 13:41",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X","X","X","X",NA,NA,NA,"Contribue une fois par semaine ou plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Plutôt bonne","Moyenne","Très bonne","Très bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","positive et negative","Non",NA,"je ne sais pas","4 anne","Bon",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,NA,NA,"1","Élève au lycée",NA,NA,"wikipedia"
"16",17,9214082,"13/07/2021 - 13:45","13/07/2021 - 13:45","13/07/2021 - 13:45",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Contribue une fois par semaine ou plus","Curiosité",NA,"X",NA,NA,NA,NA,"X","X","X","X","X","X",NA,NA,"X","X",NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,"X",NA,NA,NA,"Je n’y vais pas pour lire des articles","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Je pense qu'elles pourraient être améliorées","Trop complexes je pense pour un néophyte en terme de wiki. Cpndt j'ai fait mes premiers pas sur WP","Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","Moyenne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Oui","Nan","Non",NA,"Mineure","2020","Laisse à désirer","Intolérance de certaines personnes","Non","Agressivité qui n'aide pas à vouloir se sentir impliquée dans la communauté","Je suis plutôt actif sur les canaux","X","X",NA,"X",NA,NA,NA,NA,"1","Élève au lycée","2020",NA,"je n'y vais pas pour lire des articles"
"17",18,9214122,"13/07/2021 - 13:51","13/07/2021 - 13:51","13/07/2021 - 13:51",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","Étudiant, élève","Études supérieures",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Contribue une fois par semaine ou plus","L'envie de m'intégrer à une communauté en ligne","X","X","X","X",NA,NA,"X",NA,"X","X","X",NA,NA,NA,NA,"X",NA,NA,NA,NA,"Plutôt accessibles","X",NA,"X","X",NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Moyenne","Plutôt bonne","Plutôt mauvaise","Très bonne","Moyenne","Plutôt bonne",NA,NA,"X",NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Clairement positives, surtout au niveau personnel","Non",NA,"Je ne dispose pas encore d'un salaire suffisant, mais j'y compte bien à l'avenir","2014","Bon",NA,"Oui",NA,"Il m'arrive de répondre aux messages","X","X",NA,"X",NA,NA,NA,NA,"1","Étudiant","2014",NA,"wikipedia"
"18",19,9214403,"13/07/2021 - 14:23","13/07/2021 - 14:23","13/07/2021 - 14:23",0,"0.0.0.0",0,"Anonymous","masculin","Entre 26 et 35 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"Consulte Vikidia pour la première fois","Juste par curiosité",NA,"X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,"X",NA,NA,NA,"Google","Je me méfie des informations que je trouve sur Vikidia","Je n'en ai jamais eu besoin",NA,"Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Oui","Je ne sais même pas de quoi il s'agit","Non",NA,"Parce que c'est ma première fois que je rentre dans ce site","Juillet 2021","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,"Non j'en n'ai aucune","Non j'en n'ai pas","0","En activité","2021",NA,"google"
"19",20,9214742,"13/07/2021 - 15:00","13/07/2021 - 15:00","13/07/2021 - 15:00",0,"0.0.0.0",0,"Anonymous","masculin","Entre 51 et 60 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,"X","X","X",NA,NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","positive","Non",NA,"Je préfère attendre la pertinence de son utilisation en classe.","2021","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,"X",NA,NA,"Au sujet du sondage, il n'est pas adapté aux personnes qui viennent de découvrir Vikipédia.",NA,"0","En activité","2021",NA,"wikipedia"
"20",21,9214859,"13/07/2021 - 15:13","13/07/2021 - 15:13","13/07/2021 - 15:13",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Études supérieures",NA,NA,NA,"X","X",NA,NA,"X",NA,NA,NA,"X",NA,NA,"Contribue une fois par semaine ou plus","Mettre à jour l'infobox sur le système scolaire français qui a été rendu obsolète par la réforme du bac.",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,"X","X",NA,NA,"X",NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,"X","X",NA,NA,"Wikipédia, puis les sources de Wikipédia.","Je me méfie des informations que je trouve sur Vikidia","Je n'en ai jamais eu besoin",NA,"Très mauvaise","Très bonne","Moyenne","Plutôt bonne","Plutôt mauvaise","Plutôt mauvaise","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","Pas encore. <U+0001F605>","Non",NA,"Je suis mineur. Mais je pense qu'à ma majorité je préférerai donner à Wikimedia Foundation.","2021","Bon",NA,"Oui",NA,"Il m'arrive de répondre aux messages","X",NA,NA,"X",NA,NA,NA,NA,"1","Étudiant","2021",NA,"wikipedia, puis les sources de wikipedia."
"21",22,9214950,"13/07/2021 - 15:25","13/07/2021 - 15:25","13/07/2021 - 15:25",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Contribue une fois par mois ou moins","Le fait de pouvoir partager ce que je sais sur des sujets qui me passionnent.",NA,"X",NA,"X",NA,NA,"X",NA,"X",NA,"X",NA,NA,NA,"X","X",NA,NA,NA,NA,"Plutôt accessibles",NA,NA,"X",NA,"X",NA,NA,NA,"Sur Wikipédia","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Vikidia occupait une grande part de mon temps. Mais cela m'a aidé à me motiver à me lancer dans autres projets.","Non",NA,"Je ne peux pas, même si j'aimerais bien","2019","Excellent",NA,"Oui",NA,"Je suis très actif sur les canaux","X",NA,NA,NA,NA,NA,NA,NA,"1","Élève au collège","2019",NA,"sur wikipedia"
"22",23,9215588,"13/07/2021 - 15:44","13/07/2021 - 15:44","13/07/2021 - 15:44",0,"0.0.0.0",0,"Anonymous","masculin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Contribue une fois par semaine ou plus","D'écrire pour une encyclopédie","X",NA,"X","X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Sur Wikipédia","Les articles de Vikidia sont tout à fait fiables","Elles sont suffisamment claires",NA,"Plutôt bonne","Très bonne","Plutôt bonne","Moyenne","Plutôt bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","Vikida a des répercussions positives.","Non",NA,"Je n'y ai pas pensé.","2020","Moyen",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"1","Élève au collège","2020",NA,"sur wikipedia"
"23",24,9215749,"13/07/2021 - 16:03","13/07/2021 - 16:03","13/07/2021 - 16:03",0,"0.0.0.0",0,"Anonymous","masculin","Plus de 60 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","J'encourage mes élèves à utiliser Vikidia dans leurs travaux de recherche. C'est un bel outil lour trouver des infos sur des sujets variés.","Non",NA,"Je fais des dons à des organismes de charite de ma région.","Je ne crois pas en faire partie. Je ne fias que consulter les articles.","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,NA,NA,"0","En activité",NA,NA,"wikipedia"
"24",25,9215826,"13/07/2021 - 16:13","13/07/2021 - 16:13","13/07/2021 - 16:13",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,NA,NA,NA,"X",NA,NA,"X",NA,"X",NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Sur wikipédia","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Très bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Très bonne , elle me donne envie d'apprendre","Non",NA,"Mes parents oui , mais moi pour l'instant non",NA,"Excellent",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au collège",NA,NA,"sur wikipedia"
"25",26,9215830,"13/07/2021 - 16:14","13/07/2021 - 16:14","13/07/2021 - 16:14",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Contribue une fois par semaine ou plus","Le manque d'informations",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Très accessibles","X",NA,"X",NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Elles sont trop complexes",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","Moyenne","Très bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Plutôt positives","Non",NA,"Manque d'argent","2014","Moyen",NA,"Oui",NA,"J'ai déjà écrit un ou deux messages","X",NA,NA,NA,NA,NA,NA,NA,"1","Élève au lycée","2014",NA,"wikipedia"
"26",27,9215941,"13/07/2021 - 16:27","13/07/2021 - 16:27","13/07/2021 - 16:27",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Contribue une fois par semaine ou plus","quand j'ai découvert Vikidia, ma moyennne scolaire était en baisse, j'ai donc décidée d'y contribuer pour tout d'abors améliorer l'encyclopédie et ensuite pour en profiter pour apredre des chose en lisant les article et en les améliorant, parfois sur des sujet que je ne connait pas pour en apprendre encore plus !","X","X","X","X",NA,NA,"X",NA,NA,"X","X","X","X","parfois je vide ausssi la catégorie des articles orphelins","X",NA,NA,NA,NA,NA,"Très accessibles","X","X","X",NA,NA,NA,"X","Wikipédia fait trop """"sérieux"""" a mon gout...","sur des sites """"spécialisé"""" (pas exempla, si je cherche une info sur Paris, je vais chercher sur un site """"spécialisé"""" sur Paris), sur Wikimini ou dans le pire des cas sur Wikipédia","Les articles de Vikidia sont tout à fait fiables","Elles sont suffisamment claires",NA,"Très bonne","Plutôt bonne","Moyenne","Très bonne","Très bonne","Très bonne",NA,"X","X",NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Oui","des répercutions positives, et heureusement d'ailleur !","Non",NA,"Je n'en ai pas la possiblité (parents pas daccord... :( )","fin 2020","Bon",NA,"Oui",NA,"Je suis plutôt actif sur les canaux",NA,"X","X","X",NA,NA,"Je suggère aux utilisateur d'être moin aggresif...","En dehors du fait que certain apprènent de leur erreur et ne les refont plus, non","1","Élève au collège","2020",NA,"sur des sites """"specialise"""" (pas exempla, si je cherche une info sur paris, je vais chercher sur un site """"specialise"""" sur paris), sur wikimini ou dans le pire des cas sur wikipedia"
"27",28,9216171,"13/07/2021 - 16:55","13/07/2021 - 16:55","13/07/2021 - 16:55",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Je regarde si l infos est dites sur d autre site","Les informations trouvées sur Vikidia sont à prendre avec précaution","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","Moyenne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","Aucun impact","Non",NA,"J y vais tres peu",NA,"Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","aucun",NA,NA,"0","En activité",NA,NA,"je regarde si l infos est dites sur d autre site"
"28",29,9216811,"13/07/2021 - 18:34","13/07/2021 - 18:34","13/07/2021 - 18:34",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","Étudiant, élève","Études supérieures",NA,NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,NA,"Contribue une fois par semaine ou plus","I wanted to fix a style on the main page",NA,NA,NA,"X",NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Très bonne","Plutôt bonne","Moyenne","Très bonne","Très bonne","Très bonne",NA,NA,"X",NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","I made some friends, and improved my technical skills","Oui","For CA",NA,"2019","Excellent",NA,"Oui",NA,"J'ai déjà écrit un ou deux messages","X",NA,NA,"X",NA,NA,NA,NA,"1","Étudiant","2019",NA,"wikipedia"
"29",30,9216829,"13/07/2021 - 18:36","13/07/2021 - 18:36","13/07/2021 - 18:36",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Préfère ne pas le dire","Étudiant, élève","École primaire (du CP au CM2)",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Contribue une fois par semaine ou plus","J'ai aimé cette idée que tout le monde puisse contribuer et je me suis dit que les informations que j'ai a transmettre peuvent se révéler utiles","X",NA,"X","X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,"X",NA,"X",NA,NA,NA,"Dans des livres ou je recherche sur internet","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Plutôt bonne","Très bonne",NA,NA,"X",NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Des quoi ?!","Non",NA,"Je n'ai pas le droit","2021","Excellent",NA,"Oui",NA,"Il m'arrive de répondre aux messages",NA,"X","X","X",NA,NA,NA,NA,"1","Élève en école primaire","2021",NA,"dans des livres ou je recherche sur internet"
"30",31,9216972,"13/07/2021 - 19:00","13/07/2021 - 19:00","13/07/2021 - 19:00",0,"0.0.0.0",0,"Anonymous","féminin","Préfère ne pas le dire","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Aucune","Non",NA,"J'ai pas argent",NA,"Bon",NA,"Non","J y vais pas souvent","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Aucun","Certaine page devrait être plus complete.",NA,"0","Élève au collège",NA,NA,"wikipedia"
"31",32,9217089,"13/07/2021 - 19:19","13/07/2021 - 19:19","13/07/2021 - 19:19",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","En recherche d'emploi",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Contribue plusieurs fois par mois","Le fait que je peut créer des articles sur ce que je veut tant que c'est admissible",NA,"X","X","X",NA,NA,"X",NA,"X","X","X","X",NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,"X",NA,NA,NA,"Wikipédia ou Google","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","Moyenne","Très bonne",NA,NA,NA,"X","J'en ai parlé à un proche","Autre","Je pense que Vikidia est perçue comme un """"Wikipédia pour enfant"""", alors que le but est justement d'être accessible et facile à lire","Oui","J'ai une addiction a Vikidia (pour de vrai)","Oui","Car c'est bien (je l'ai fait avec le moteur de recherche qui permet de faire un don gratuitement a vikidia)",NA,"Mes premiers compte étaient en 2014, récemment mon nouveau compte en 2021","Bon",NA,"Non","Je suis intégré a moitié je dirais, ce qui me fait sentir l'autre moitié c'est les vikidiens comme Vivi-1 qui disent des trucs comme """"..."""" dans des pages de votes ou le fait que il y ait des règles sur les discussions (tout doit être sur l'encyclo et pas d'autre sujets)","Je suis plutôt actif sur les canaux",NA,NA,"X","X","X","Les votes","Plusieurs points d'améliorations : Essayer de fusionner avec Wikimini (ce site a existé en même temps que vikidia mais il est en train d'avoir sa plus grande crise wikiminienne); Re-autoriser les discussions qui ne sont pas sur l'encyclopédie (je pense que c'est ça qui fait partir certain contributeurs du site); Dire que Vikidia est un wiki """"accessible à tous"""" aulieu d'un """"wiki pour enfant"""", ça permettrait d'attirer + de monde",NA,"1","En recherche d'emploi","2014",NA,"wikipedia ou google"
